,link
0,https://www.transfermarkt.com/mads-hermansen/profil/spieler/400536
1,https://www.transfermarkt.com/jakub-stolarczyk/profil/spieler/486144
2,https://www.transfermarkt.com/callum-doyle/profil/spieler/817688
3,https://www.transfermarkt.com/conor-coady/profil/spieler/128901
4,https://www.transfermarkt.com/james-justin/profil/spieler/413220
5,https://www.transfermarkt.com/wilfred-ndidi/profil/spieler/274839
6,https://www.transfermarkt.com/hamza-choudhury/profil/spieler/341501
7,https://www.transfermarkt.com/dennis-praet/profil/spieler/129588
8,https://www.transfermarkt.com/stephy-mavididi/profil/spieler/340328
9,https://www.transfermarkt.com/yunus-akgun/profil/spieler/396908
10,https://www.transfermarkt.com/wanya-marcal/profil/spieler/670988
11,https://www.transfermarkt.com/patson-daka/profil/spieler/365172
12,https://www.transfermarkt.com/jamie-vardy/profil/spieler/197838
13,https://www.transfermarkt.com/danny-ward/profil/spieler/203026
14,https://www.transfermarkt.com/wout-faes/profil/spieler/292808
15,https://www.transfermarkt.com/harry-souttar/profil/spieler/298091
16,https://www.transfermarkt.com/jannik-vestergaard/profil/spieler/99331
17,https://www.transfermarkt.com/ricardo-pereira/profil/spieler/215876
18,https://www.transfermarkt.com/harry-winks/profil/spieler/249126
19,https://www.transfermarkt.com/kiernan-dewsbury-hall/profil/spieler/475188
20,https://www.transfermarkt.com/marc-albrighton/profil/spieler/61560
21,https://www.transfermarkt.com/issahaku-fatawu/profil/spieler/864121
22,https://www.transfermarkt.com/kasey-mcateer/profil/spieler/621193
23,https://www.transfermarkt.com/kelechi-iheanacho/profil/spieler/295330
24,https://www.transfermarkt.com/thomas-cannon/profil/spieler/669366
25,https://www.transfermarkt.com/gavin-bazunu/profil/spieler/585550
26,https://www.transfermarkt.com/alex-mccarthy/profil/spieler/95976
27,https://www.transfermarkt.com/jan-bednarek/profil/spieler/243028
28,https://www.transfermarkt.com/juan-larios/profil/spieler/646738
29,https://www.transfermarkt.com/kyle-walker-peters/profil/spieler/341051
30,https://www.transfermarkt.com/shea-charles/profil/spieler/747951
31,https://www.transfermarkt.com/joe-aribo/profil/spieler/468198
32,https://www.transfermarkt.com/will-smallbone/profil/spieler/444211
33,https://www.transfermarkt.com/kamaldeen-sulemana/profil/spieler/746695
34,https://www.transfermarkt.com/ryan-fraser/profil/spieler/146795
35,https://www.transfermarkt.com/samuel-amo-ameyaw/profil/spieler/933900
36,https://www.transfermarkt.com/che-adams/profil/spieler/346779
37,https://www.transfermarkt.com/ross-stewart/profil/spieler/447995
38,https://www.transfermarkt.com/joe-lumley/profil/spieler/336367
39,https://www.transfermarkt.com/taylor-harwood-bellis/profil/spieler/503977
40,https://www.transfermarkt.com/jack-stephens/profil/spieler/163744
41,https://www.transfermarkt.com/ryan-manning/profil/spieler/262300
42,https://www.transfermarkt.com/james-bree/profil/spieler/324223
43,https://www.transfermarkt.com/flynn-downes/profil/spieler/506189
44,https://www.transfermarkt.com/joe-rothwell/profil/spieler/183293
45,https://www.transfermarkt.com/stuart-armstrong/profil/spieler/130765
46,https://www.transfermarkt.com/samuel-edozie/profil/spieler/680806
47,https://www.transfermarkt.com/david-brooks/profil/spieler/277033
